Survey Area,Season,Round,Burrow ID,Camera #,SD Card#,Width,Status,Photo Reviewer,Distance (in),Notes,Date Start,Date End,Trap Days,# photos,Tortoise,Commensal Totals,Gopher Frog,Southern Toad,Treefrog,unk frog,Two-lined Salamander,Coachwhip,Corn Snake,Pine snake,Hognose,Black Racer,Diamondback Rattlesnake,Scarlet Snake,Coral Snake,Crowned Snake,Pygmy Rattlesnake,unk snake,Racerunner,Broad-headed Skink,Ground Skink,Mole Skink,Green Anole,Fence Lizard,unk lizard,Box Turtle,Mouse,Pocket Gopher,Cotton Rat,Eastern Woodrat,Cottontail,Fox Squirrel,Grey Squirrel,Flying Squirrel,unk rodent,Armadillo,Grey Fox,Coyote,Canid,Striped Skunk,Wild Boar,Opossum,Raccoon,Bobcat,Deer,Bear,unk mammal,Crow,Burrowing Owl,Screech Owl,American Kestrel,Chuck-will's-widow,Quail,Hermit Thrush,American Robin,Northern Mockingbird,Phoebe,Eastern Kingbird,Great-crested Flycatcher,Savanah Sparrow,Song Sparrow,White-throated Sparrow,Chipping Sparrow,Grasshopper Sparrow,Vesper Sparrow,Swamp Sparrow,Bachman's Sparrow,unk sparrow,Carolina Wren,House Wren,Palm Warbler,unk warbler,Northern Flicker,Eastern Meadowlark,Blue-gray Gnatcatcher,Mourning Dove,Grey Catbird,Turkey,unknown bird,unk animal
B70C2,spring,SP ,BA1,7,49,315,I,SJG,60,"spider with egg sac at or near entrance during entire period, photos",6/13/2017 10:20,6/17/2017 17:04,4.3,18267,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,BA3,4,4,246,I,SJG,60,,6/13/2017 10:16,6/17/2017 15:58,4.2,17895,N,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,V7,3,67,190,A,SJG,60,,6/13/2017 10:06,6/17/2017 17:17,4.3,18436,Y,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,BA5,1,12,180,AB,SJG,60,"GF left burrow area 20 minutes after sunset, returning before dawn sometime",6/13/2017 11:07,6/17/2017 17:33,4.3,18416,N,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,VP10,32,42,375,I,SJG,60,"dugout/major digging, burrowin g owls (3), at laest two are juveniles",6/13/2017 10:33,6/17/2017 13:59,4.1,17296,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,VP11,31,30,205,I,SJG,60,"burrowing owl burrow; awesome pics of adult and juvenile, many behaviors",6/13/2017 10:42,6/16/2017 20:52,3.4,15594,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,VP12,6,56,190,AB,SJG,60,,6/13/2017 11:17,6/17/2017 15:30,4.2,17366,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,VP13,5,5,75,BOB,SJG,60,"never likely a tortoise burrow-no slope, runway or apron;gopher frog left after first night; looked like some other GF burows observed elsewhere; burrowing owl worked on (digging) burrow extensively",6/13/2017 12:29,6/17/2017 18:02,4.2,17884,N,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70C2,spring,SP ,VP14,2,2,95,BOB,SJG,60,"fabulous photos of fledglings, incl. adult interactions, eating, preening etc. ",6/13/2017 12:43,6/17/2017 15:29,4.1,17918,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BV4,11,60,230,I,AB,60,,3/27/2017 14:02,3/31/2017 17:10,4.1,18124,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BS1,13,42,304,A,AB,60,Used 3 batteries that were different and camera stopped early.,3/27/2017 15:08,3/31/2017 19:46,4.2,5639,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BV5,10,46,263,I,RLB,60,"kept three different pictures from three different days of burrowing owls but could possibly be the same owl each day, picture 4748 is best picture",3/27/2017 14:02,3/31/2017 19:41,4.2,17878,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BS3,26,61,253,AB,RLB,60,"photos of vesper sparrow dusting on side of burrow entrance 565-573, best id photo is 497, and extra photo of it in burrow entrance 506",3/27/2017 14:44,3/31/2017 19:01,4.2,17380,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BS4,19,41,258,I,RLB,60,nothing seen,3/27/2017 14:41,3/31/2017 19:45,4.2,17663,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BV2,21,53,252,I,AB,60,,3/27/2017 14:10,3/30/2017 11:08,2.9,10934,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,B8,15,54,348,I,RLB,60,pictures of rat think it is a cotton rat,3/27/2017 14:22,3/31/2017 19:23,4.2,17648,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BV6,16,51,335,A,RLB,60,photo 5777 is pic of same burrowing owl going inside burrow,3/27/2017 14:18,3/31/2017 20:03,4.2,17918,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BS6,18,65,265,A,RLB,60,,3/27/2017 14:58,4/1/2017 9:13,4.8,18012,Y,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B70E,spring,SP ,BS8,20,11,297,I,AB,60,,3/27/2017 14:28,3/31/2017 19:56,4.2,17807,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
B71,spring,SP1,VP38,18,40,243,A,AB,60,,4/28/2018 10:00,5/2/2018 15:21,4.2,17777,Y,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71,spring,SP1,VP34,7,1,135,A,AB,60,,4/28/2018 10:35,5/2/2018 14:20,4.2,17438,Y,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71,spring,SP1,VP33,6,63,178,A,AB,60,,4/28/2018 10:20,5/2/2018 14:35,4.2,17418,Y,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71,spring,SP1,VP36,1,50,Medium,AB,AB,60,"Not collapsed, but entrance is very small.",4/28/2018 11:19,5/2/2018 17:55,4.3,18217,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71,spring,SP1,VP41,3,47,252,A,AB,60,,4/28/2018 11:12,5/2/2018 15:07,4.2,17318,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71,spring,SP1,VP37,5,19,192,I,EAB,60,,4/28/2018 11:27,5/2/2018 15:40,4.2,17356,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71,spring,SP1,VP35,4,17,Large,AB,DRS,60,Two different size cottontails.,4/28/2018 11:00,5/2/2018 17:22,4.3,18259,N,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,JN8,32,37,62,A,DRS,60,"Skunk was not counted as commesal, as did not walk onto apron. Did not count the deer that walked by. Multiple rain events. Tortoise left burrow on most rain events.",5/12/2018 14:21,5/16/2018 18:18,4.2,17305,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT,0,0,0,0,OUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,JN7,7,54,273,I,RLB,60,"Two burrowing owls present and kept various pictures that include them breeding, eating something, and one with a lizard in its beak.  Small gopher tortoise visits burrow, then leaves and never enters burrow.",5/12/2018 14:19,5/16/2018 18:54,4.2,17892,Y,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B75,spring,SP1,BV22,3,4,219,A,RLB,60,No tortoise activity.,5/12/2018 14:43,5/16/2018 20:40,4.2,17981,N,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B75,spring,SP1,BV2,5,18,320,A,EAB,60,Spot on lenses. Two individual skunks based on coat pattern; multiple rain events. Gopher frog foraged after rain.,5/12/2018 14:08,5/16/2018 20:50,4.3,18320,Y,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,BV25,33,68,285,I,VHP,60,"Found burrowing owl egg shell on apron when setting camera. Pair of owls using burrow. Copulated multiple times and entered burrow with food, including racerunner and grubs. Multiple rain events. Owls exhibiting ""anting"" behavior. Racerunner is at entrance of burrow.",5/12/2018 14:56,5/16/2018 18:32,4.2,17524,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,BV7,19,24,194,I,AB,60,,5/12/2018 13:19,5/16/2018 17:31,4.2,17354,N,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,BV6,8,69,293,A,AB,60,Coachwhip exhibiting periscoping behavior.,5/12/2018 13:22,5/16/2018 11:32,3.9,15207,Y,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,BV8,1,72,283,A,AB,60,"Swollen chin glands on GT- 1880, 1881, 2179",5/12/2018 13:41,5/16/2018 20:31,4.3,18337,Y,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B75,spring,SP1,BV21,9,8,190,I,AB,60,Burrowing owl burrow; found dead toad at entrance; pic of two burrowing owls sharing a grasshopper.,5/12/2018 13:54,5/16/2018 17:36,4.2,17693,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B75,spring,SP1,BV24,4,28,176,A,AB,60,Burrowing owl visited very briefly twice; weird looking grub- 9751. Meadowlark with insect in beak.,5/12/2018 14:02,5/16/2018 20:06,4.3,18035,Y,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bull Creek,spring,SP1,BC3,37,9,340,A,DRS,60,"Camera issues, only 2517 photos",4/10/2018 15:05,4/11/2018 10:42,0.8,2517,Y,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,BB13,18,67,200,I,DRS,60,"Unknown animal moves under sand into burrow, but is never seen. Possibly pocket gopher or snake (scarlet snakes have been seen exhibiting this). Black racer on left side of frame.",4/10/2018 14:29,4/14/2018 18:30,4.2,17316,N,2,0,0,0,0,0,0,0,0,0,OUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bull Creek,spring,SP1,BB1,22,48,120,A,RLB,60,"Camera died and only took 2,304 pictures",4/10/2018 13:57,4/10/2018 20:21,0.3,2304,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,BC20,36,58,170,A,RLB,60,"New camera only took 49 photos due to settings error, didn't make it to night time photos so could not get an estimate on crickets.",4/10/2018 14:22,4/10/2018 14:27,0,49,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,BC7,35,52,350,A,RLB,60,"Pictures of anole in brown phase and green phase. Brown anole in top left corner of burrow, and green anole in bottom right side of burrow. Gopher frog comes out of burrow on the last night.",4/10/2018 14:04,4/14/2018 20:28,4.3,18152,Y,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,BC18,32,11,400,A,EAB,60,Two gopher frogs living in burrow.,4/10/2018 14:17,4/14/2018 20:04,4.2,17925,Y,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,BC12,29,22,100,A,RLB,60,"Pygmy rattlesnake returns from top right and coils up next to burrow all night (9834-9999, 0001-0401). ",4/10/2018 14:51,4/14/2018 19:29,4.2,17527,Y,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,BC2,13,74,68,I,EAB,60,,4/10/2018 15:13,4/14/2018 19:14,4.2,17303,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bull Creek,spring,SP1,6,7,14,185,I,DRS,60,,4/10/2018 15:35,4/14/2018 20:45,4.2,17710,N,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,2C52,12,54,60,I,RLB,60,"Gopher Tortoise does use burrow. Unknown sparrow is left of burrow, but may not be actually using burrow. Very poor quality photo.",3/24/2018 10:22,3/28/2018 14:57,4.2,17494,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,RK6,9,56,185,I/AB,RLB,60,"Unknown sparrow is at top of screen but the head is not visible, kept both photos for identification",3/24/2018 10:46,3/28/2018 15:08,4.2,17414,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,RK2,10,53,290,I,DRS,60,"Camera ended one day early, because batteries died.",3/24/2018 10:00,3/27/2018 10:09,3,12002,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,RK5,6,6,285,I,DRS,60,Entrance eroded/mammalized. Two mice in photo. Coachwhip visits burrow multiple times.,3/24/2018 9:51,3/28/2018 14:52,4.2,17648,N,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,RK7,7,70,200,I,DRS,60,Unknown sparrow inspects burrow.,3/24/2018 10:00,3/28/2018 14:39,4.2,17519,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,1C52,13,72,280,I,EAB,60,No commensals present.,3/24/2018 10:05,3/28/2018 14:59,4.2,17599,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,VP32,4,4,295,I,EAB,60,No commensals present.,3/24/2018 10:10,3/28/2018 15:33,4.2,17778,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,RK3,3,3,Medium,AB,DRS,60,No commensals present.,3/24/2018 10:55,3/28/2018 17:42,4.3,18283,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52N,spring,SP1,VP31,8,41,250,A,RLB,60,No commensals present.,3/24/2018 10:31,3/28/2018 15:57,4.2,17797,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C61A,spring,SP ,D13,12,68,165,A,AB,60,seems to be two different racerunners,5/26/2017 12:42,5/30/2017 4:38,3.7,15076,Y,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,,0,0
